Name,Address,City,State,Zip,Phone,Notes,Membership
Lidl,9101 Hermitage Road,Henrico,VA,23228,844-747-5435,,
Lidl,11701 Iron Bridge Road,Chester,VA,23831,844-747-5435,,
Lidl,6196 Providence Road,Virginia Beach,VA,23464,844-747-5435,,
Lidl,11880 Jefferson Avenue,Newport News,VA,23606,844-747-5435,,
Lidl,2000 W Mercury Boulevard,Hampton,VA,23666,844-747-5435,,
Lidl,6440 N Military Highway,Norfolk,VA,23518,844-747-5435,,
Lidl,1209 Edison Road,Virginia Beach,VA,23454,844-747-5435,,
Lidl,11076 Warwick Road,Newport News,VA,23601,844-747-5435,,
Lidl,1030 Independence Boulevard,Virginia Beach,VA,23455,844-747-5435,,
Lidl,4033 Portsmouth Boulevard,Chesapeake,VA,23321,844-747-5435,,
Lidl,1001 Community Drive,Suffolk,VA,23435,844-747-5435,,
Lidl,126 Piedmont Place,Danville,VA,24541,844-747-5435,,
La Miguelena Market,46950 Community Plaza,Sterling,VA,20164,703-433-2113,Latin,
Libbie Market,400 Libbie Avenue,Richmond,VA,23226,804-285-6414,,
La Vaquita Supermarket,8736 Richmond Highway,Alexandria,VA,22309,703-780-1241,Latin,
LA Mart,6711 Bland Street,Springfield,VA,22150,703-644-0072,International,
La Latina Market,7010 Commerce Street,Springfield,VA,22150,,Latin,
La Despensa Grocery,73279 Occoquan Road,Woodbridge,VA,22191,571-572-3382,Latin,
Little House Green Grocery,1227 Vellevue Avenue,Richmond,VA,23227,804-262-7474,,
Leyu Ethiopian Market,5820 Seminary Road,Falls Church,VA,22041,703-575-7671,Ethiopian,
Leila's Mediterranean Groceries & Deli,5045 Virginia Beach Boulevard,Virginia Beach,VA,23462,757-644-6912,Gourmet,
Lynn Street Market,315 Lynn Street,Danville,VA,24540,434-483-2511,,
Laxmi Palace Indian Grocery Streetore,3423 Old Parham Road,Henrico,VA,23294,804-217-7066,Indian,
La Union Grocery,4308 Lee Highway,Arlington,VA,22207,703-812-9484,Latin,
La Guadalupana Latino Market,221 Carlton Road,Charlottesville,VA,22902,434-977-5556,Latin,
La Victoria,440 W Broad Street,Waynesboro,VA,22980,540-943-2059,Latin,
La Jaliciense,115 Mt Cross Road,Danville,VA,24540,434-792-3277,Mexican,
Martin's,409 North McNeil Road,Berryville,VA,22611,540-955-1075,,
Martin's,15371 Montanus Drive,Culpeper,VA,22701,540-727-1076,,
Martin's,409 South Street,Front Royal,VA,22630,540-635-2249,,
Martin's,2035 East Market Street,Harrisonburg,VA,22801,540-442-7576,,
Martin's,10001 Hull Street Road,Richmond,VA,23236,804-745-4920,,
Martin's,7035 Three Chopt Road,Richmond,VA,23226,804-288-5263,,
Martin's,1015 Richmond Road,Staunton,VA,24401,540-885-9504,,
Martin's,240 Elizabeth Drive,Stephens City,VA,22655,540-868-0224,,
Martin's,437 Tiffany Drive,Waynesboro,VA,22980,540-942-7200,,
Martin's,1950 S Pleasant Valley Road,Winchester,VA,22601,540-665-0908,,
Martin's,200 Rivendell Court,Winchester,VA,22603,540-723-6232,,
Martin's,400 Gateway Drive,Winchester,VA,22603,540-535-0598,,
Moms,3831 Mt Vernon Avenue,Alexandria,VA,22305,703-535-5980,Organic,
Moms,1901 N Veitch Street,Arlington,VA,22201,571-354-8810,Organic,
Moms,424 Eden Street,Herndon,VA,20170,703-483-6740,Organic,
Moms,8298 Glass Alley,Fairfax,VA,22031,703-663-8810,Organic,
Moms,14470 Smoketown Road,Woodbridge,VA,22193,571-398-3043,Organic,
Mena Market,6222 Rolling Road,Springfield,VA,22152,703-354-0667,African,
Mediterranean Gourmet Market,6122 Franconia Road,Alexandria,VA,22310,703-971-7799,Gourmet,
Manila Oriental Market,7024-7026 Commerce Street,Springfield,VA,22150,703-379-0595,Filipino,
Marhaba Market,3819 S George Mason Drive,Falls Church,VA,22041,703-820-7589,Somali,
Megamart Alexandria,8228 Richmond Highway,Alexandria,VA,22309,703-799-0791,Latin,
MP International Grocery,6109 E Virginia Beach Boulevard,Norfolk,VA,23502,757-466-0220,Carribean,
Matthews Market,14141 Lankford Highway,Mappsville,VA,23407,757-824-3061,,
Maharaja Indian Grocery,3851 Springfield Road,Glen Allen,VA,23060,804-965-2723,Indian,
Madina Market Grocery,376 Elden Street,Herndon,VA,20170,703-904-7000,Halal,
New Grand Mart,6255 Little River Turnpike,Alexandria,VA,22312,703-941-1177,Asian,
Noor Market,8080 Alban Road,Springfield,VA,22150,703-337-4821,Halal,
Naz Foods,4231 Markham Street,Annandale,VA,22003,703-642-2503,Halal,
Nazret Cultural Foods,656 S Pickett Street,Alexandria,VA,22304,703-212-8909,Ethiopian,
Namaste Market,2929 Gallows Road,Falls Church,VA,22042,703-204-2929,Indian,
Natural Grocer,14453 Potomac Mills Road,Woodbridge,VA,22192,703-494-7287,Organic,
New Grand Mart,7415 Midlothian Turnpike,Richmond,VA,23225,804-675-1425,Korean,
Nick's Oriental Express Grocery,1949 Lynnhaven Parkway,Virginia Beach,VA,23453,757-471-0849,Filipino,
Organic Food Depot Grocery,4301 Commuter Drive,Virginia Beach,VA,23462,757-467-8999,Organic,
Old Dutch Supermarket,2402 N Main Street,Danville,VA,24540,434-836-0436,,
Oriental Food Market,921 S High Street,Harrisonburg,VA,22801,540-432-6157,Asian,
Oasis World Market,1411 S Main Street,Blacksburg,VA,24060,540-953-3950,International,
Piggly  Wiggly,1304 South Boston Road,Danville,VA,24540,434-793-8355,,
Piggly  Wiggly,3101 Jefferson Avenue,Newport News,VA,23607,757-223-4416,,
Piggly  Wiggly,"4630 East Princess Anne Road, Suite A",Norfolk,VA,23502,757-855-1616,,
Publix,1640 Publix Way,Stafford,VA,22554,540-288-9280,,
Publix,9601 Jefferson Davis Highway,Fredericksburg,VA,22407,540-898-6801,,
Publix,10150 Brook Road,Glen Allen,VA,23059,804-262-8190,,
Publix,5400 Wyndham Forest Drive,Glen Allen,VA,23059,804-527-5334,,
Publix,10250 Staples Mill Road,Glen Allen,VA,23060,804-755-2360,,
Publix,6603 Mechanicsville Turnpike,Mechanicsville,VA,23111,804-569-3902,,
Publix,9645 W Broad Street,Glen Allen,VA,23060,804-965-6303,,
Publix,3460 Pump Road,Henrico,VA,23233,804-364-6314,,
Publix,2250 John Rolfe Parkway,Henrico,VA,23233,804-360-4920,,
Publix,7035 Three Chopt Road,Richmond,VA,23226,804-288-1070,,
Publix,3535 Ellwood Avenue,Richmond,VA,23221,804-253-6372,,
Publix,4591 S Laburnum Avenue,Richmond,VA,23231,804-223-1915,,
Publix,7045 Forest Hill Avenue,Richmond,VA,23225,804-323-4110,,
Publix,2015 Huguenot Road,North Chesterfield,VA,23235,804-330-3704,,
Publix,200 Charter Colony Parkway,Midlothian,VA,23114,804-378-3222,,
Publix,13700 Hull Street Road,Midlothian,VA,23112,804-739-1160,,
Publix,7200 Cosby Village Road,Chesterfield,VA,23832,804-639-6525,,
Publix,4660 Monticello Avenue,Williamsburg,VA,23188,757-564-5902,,
Publix,3007 Boulevard,Colonial Heights,VA,23834,804-520-4520,,
Polish Market,431 Maple Avenue W,Vienna,VA,22180,703-261-3485,Polish,
Patel Brothers,43761 Parkhurst Plaza,Ashburn,VA,20147,276-579-1030,Indian,
Patel Brothers,11116 Lee Highway,Fairfax,VA,22030,703-273-7400,Indian,
Plaza Latina Market,2190 Pimmit Drive N,Falls Church,VA,22043,703-748-1500,Latin,
Pho Supplies,3435 Carlin Springs Road,Bailey's Crossroads,VA,22041,703-532-4030,Vietnamese,
Randolph Market,300 N 6th Avenue,Hopewell,VA,23860,804-458-8543,,
Rico Supermarket,7849 Richmond Highway,Alexandria,VA,22306,703-360-4343,Latin,
Russian Gourmet,9980 Main Street,Fairfax,VA,22031,703-537-0858,Russian,
Ruz Uz,1000 N Randolph Street,Arlington,VA,22201,703-389-6208,Russian,
Royal Bazaar Indian Asian Market,415 N Military Highway,Norfolk,VA,23502,757-455-0700,Indian,
Sharp Shopper,2475-A South Main Street,Harrisonburg,VA,22801,540-434-8848,Discount,
Sharp Shopper,2800 A West Main Street,Waynesboro,VA,22980,540-942-0975,Discount,
Sharp Shopper,802 Berryville Avenue,Winchester,VA,22601,540-450-1566,Discount,
Sprouts,494 Elden Street,Herndon,VA,20170,703-480-7930,Organic,
Shoppers Food,7660 Richmond Highway,Alexandria,VA,22306,703-765-5014,,
Shoppers Food,4174 Fortuna Center Plaza,Dumfries,VA,22025,703-580-1164,,
Shoppers Food,9622 Main Street,Fairfax,VA,22031,703-978-1256,,
Shoppers Food,1505 Stafford Market Place,Stafford,VA,22554,540-288-3182,,
Safeway,1624 Belle View,Alexandria,VA,22307,703-765-3434,,
Safeway,299 S Van Dorn Street,Alexandria,VA,22304,703-751-4827,,
Safeway,3526 King Street,Alexandria,VA,22302,571-312-0029,,
Safeway,500 S Royal Street,Alexandria,VA,22314,703-836-0380,,
Safeway,5980 Kingstowne Towne Center,Alexandria,VA,22315,703-921-3125,,
Safeway,6130 Rose Hill Drive,Alexandria,VA,22310,703-313-8800,,
Safeway,7900 Fort Hunt Road,Alexandria,VA,22308,703-765-0924,,
Safeway,8646 Richmond Highway,Alexandria,VA,22309,703-780-3646,,
Safeway,7414 Little River Turnpike,Annandale,VA,22003,703-941-3874,,
Safeway,1525 Wilson Boulevard,Arlington,VA,22209,703-276-9315,,
Safeway,2500 N Harrison Street,Arlington,VA,22207,703-538-6700,,
Safeway,3713 Lee Highway,Arlington,VA,22207,703-841-1155,,
Safeway,5101 Wilson Boulevard,Arlington,VA,22205,703-524-1528,,
Safeway,12821 Braemar Village Plaza,Bristow,VA,20136,703-257-0153,,
Safeway,5727 Burke Centre Parkway,Burke,VA,22015,703-323-8784,,
Safeway,9596 Old Keene Mill Road,Burke,VA,22015,703-440-1341,,
Safeway,309 Southgate Shopping Center,Culpeper,VA,22701,540-825-8337,,
Safeway,4215 Cheshire Station Plaza,Dale City,VA,22193,703-590-5530,,
Safeway,10350 Willard Way,Fairfax,VA,22030,703-591-8473,,
Safeway,12200 Fairfax Towne Center,Fairfax,VA,22033,703-359-0523,,
Safeway,3043 Nutley Street,Fairfax,VA,22031,703-269-2241,,
Safeway,9525 Braddock Road,Fairfax,VA,22032,703-978-4604,,
Safeway,6118 Arlington Boulevard,Falls Church,VA,22044,703-531-0030,,
Safeway,7397 Lee Highway,Falls Church,VA,22042,703-573-2057,,
Safeway,9881 Georgetown Pike,Great Falls,VA,22066,703-759-3802,,
Safeway,413 Elden Street,Herndon,VA,20170,571-262-2968,,
Safeway,437 S King Street,Leesburg,VA,20175,703-777-5833,,
Safeway,1330 Chain Bridge Road,McLean,VA,22101,703-356-6118,,
Safeway,1688 Anderson Road,McLean,VA,22102,703-343-1000,,
Safeway,6244 Old Dominion Drive,McLean,VA,22101,703-538-6539,,
Safeway,12 W Washington Street,Middleburg,VA,20117,540-687-6401,,
Safeway,11120 S Lakes Drive,Reston,VA,20191,703-620-3400,,
Safeway,2304 Hunter's Woods Plaza,Reston,VA,20191,703-716-4193,,
Safeway,22350 S Sterling Boulevard,Sterling,VA,20164,703-948-1080,,
Safeway,30 Pidgeon Hill Drive,Sterling,VA,20165,703-430-1192,,
Safeway,189 W Lee Highway,Warrenton,VA,20186,540-347-7909,,
Safeway,2205 Old Bridge Road,Woodbridge,VA,22192,703-494-8858,,
Safeway,4240 Merchant Plaza,Woodbridge,VA,22192,703-590-1057,,
Sams Club,1455 Towne Square Boulevard,Roanoke,VA,24012,540-563-2620,Wholesale,Yes
Sams Club,601 Commerce Drive,Bluefield,VA,24605,276-326-1583,Wholesale,Yes
Sams Club,3912 Wards Road,Lynchburg,VA,24502,434-237-5234,Wholesale,Yes
Sams Club,215 Piedmont Place,Danville,VA,24541,434-797-3029,Wholesale,Yes
Sams Club,14050 Worth Avenue,Woodbridge,VA,22192,703-491-2662,Wholesale,Yes
Sams Club,45425 Dulles Crossing Plaza,Sterling,VA,20166,571-434-8711,Wholesale,Yes
Sams Club,9440 W Broad Street,Richmond,VA,23294,804-346-3031,Wholesale,Yes
Sams Club,970 Hilton Heights Road,Charlottesville,VA,22901,434-978-2122,Wholesale,Yes
Sams Club,901 Wal-mart Way,Midlothian,VA,23113,804-378-7654,Wholesale,Yes
Sams Club,735 South Park Boulevard,Colonial Heights,VA,23834,804-520-0508,Wholesale,Yes
Sams Club,12407 Jefferson Avenue,Newport News,VA,23602,757-875-0243,Wholesale,Yes
Sams Club,2444 Chesapeake Square Ring Road,Chesapeake,VA,23321,757-465-0082,Wholesale,Yes
Sams Club,1501 Sam's Circle,Chesapeake,VA,23320,757-436-7119,Wholesale,Yes
Sams Club,3345 Virginia Beach Boulevard,Virginia Beach,VA,23452,757-631-9791,Wholesale,Yes
Sams Club,13249 Lee Highway,Bristol,VA,24202,276-466-7390,Wholesale,Yes
Save A Lot,2314 E Little Creek Road,Norfolk,VA,23518,757-583-3476,Discount,
Save A Lot,5836 Main Street,Mt Jackson,VA,22842,540-477-3318,Discount,
Save A Lot,441 E Belt Boulevard,Richmond,VA,23224,804-231-6890,Discount,
Save A Lot,3808 Mechanicsville Turnpike,Richmond,VA,23223,804-329-0658,Discount,
Save A Lot,2001-2003 S Crater Road,Petersburg,VA,23805,804-733-8609,Discount,
Save A Lot,206 Cavalier Square,Hopewell,VA,23860,804-541-1879,Discount,
Save A Lot,4902 W Mercury Boulevard,Hampton,VA,23666,757-838-4505,Discount,
Save A Lot,14339 Warwick Boulevard,Newport News,VA,23602,757-874-5148,Discount,
Save A Lot,13413 Riverside Drive,Oakwood,VA,24631,276-498-4936,Discount,
Save A Lot,102 US-58,Pennington Gap,VA,24277,276-546-4780,Discount,
Save A Lot,1718 E Main Street,Lebanon,VA,24266,276-889-5104,Discount,
Shri Krishna Grocery,7106 Brookfield Plaza,Springfield,VA,22150,703-569-8885,Indian,
Supermarket Fiesta,9100 Mathis Avenue,Manassas,VA,20110,703-393-1333,Latin,
Sepho's,2830 Garber Way,Woodbridge,VA,22192,703-910-4187,Halal,
Super Mini Mart,8792 Sacramento Drive,Alexandria,VA,22309,703-799-2640,,
Streets Market & Cafe,3108 Mt Vernon Avenue,Alexandria,VA,22305,571-431-6810,,
Stella's Grocery,1007 Lafayette Street,Richmond,VA,23221,804-357-0020,,
Sandbridge Seaside Market,209 Sandbridge Road,Virginia Beach,VA,23456,757-426-6594,,
Sunshine Grocery & Halal Meat,45633 Dulles Eastern Plaza,Sterling,VA,20166,703-828-6580,Halal,
Super A Market,2800 Graham Road,Falls Church,VA,22042,703-280-0440,International,
Sultan Gourmet Market,10560 Warwick Avenue,Fairfax,VA,22030,703-278-8111,Turkish,
Strawberry Street Market,415 Strawberry Street,Richmond,VA,23220,(804) 353-4100,,
Shields Market,206 N Shields Avenue,Richmond,VA,23220,(804) 353-9880,,
Trolley Market,1614 W Main Street,Richmond,VA,23220,(804) 342-9000,,
The Fresh Market,3680 King Street,Alexandria,VA,22302,703-824-5205,,
The Fresh Market,3901 Old Forest Road,Lynchburg,VA,24501,434-385-4202,,
The Fresh Market,4600 Commonwealth Centre Parkway,Midlothian,VA,23112,804-744-7535,,
The Fresh Market,1200 Huguenot Road,Midlothian,VA,23113,804-897-0300,,
The Fresh Market,12131 Jefferson Avenue,Newport News,VA,23602,757-269-0034,,
The Fresh Market,924 W 21st Street,Norfolk,VA,23517,757-623-3291,,
The Fresh Market,10 N Nansemond Street,Richmond,VA,23221,804-355-3190,,
The Fresh Market,1527 N Parham Road,Richmond,VA,23229,804-282-3823,,
The Fresh Market,2207 Colonial Avenue SW,Roanoke,VA,24015,540-344-5490,,
The Fresh Market,150 Branch Road SE,Vienna,VA,22180,703-242-8923,,
The Fresh Market,4588 Virginia Beach Boulevard,Virginia Beach,VA,23462,757-687-3280,,
The Fresh Market,744 Hilltop North Shopping Center,Virginia Beach,VA,23451,757-491-0904,,
The Fresh Market,5231 Monticello Avenue,Williamsburg,VA,23188,757-565-1661,,
Trader Joes,2025 Bond Street,Charlottesville,VA,22901,434-974-1466,,
Trader Joes,11331 W Broad Street,Glen Allen,VA,23060,804-360-4098,,
Trader Joes,14100 Lee Highway,Centreville,VA,20120,703-815-0697,,
Trader Joes,3000 Stony Point Road,Richmond,VA,23235,804-323-4292,,
Trader Joes,44755 Brimfield Drive,Ashburg,VA,20147,703-858-5993,,
Trader Joes,11958 Killingsworth Avenue,Reston,VA,20194,703-689-0865,,
Trader Joes,9464 Main Street,Fairfax,VA,22031,703-764-8550,,
Trader Joes,6394 Springfield Plaza,Springfield,VA,22150,703-569-9301,,
Trader Joes,7514 Leesburg Turnpike,Falls Church,VA,22043,703-288-0566,,
Trader Joes,5847 Leesburg Pike,Bailey's Crossroads,VA,22041,703-379-5883,,
Trader Joes,1109 N Highland Street,Arlington,VA,22201,703-351-8015,,
Trader Joes,612 N Saint Asaph Street,Alexandria,VA,22314,703-548-0611,,
Trader Joes,5000 Settlers Market Boulevard,Williamsburg,VA,23188,757-259-2135,,
Trader Joes,12551 Jefferson Avenue,Newport News,VA,23602,757-890-0235,,
Todos Supermarket,17987 Dumfries Shopping Plaza,Dumfries,VA,22026,703-221-1675,Latin,
Thai Shop,7069 Brookfield Plaza,Springfield,VA,22150,703-912-3164,Asian,
Taj Groceries,144004 Chantilly Crossing Lane,Chantilly,VA,20151,571-376-5858,Indian,
Turkuaz Mediterranean Market,10928 Bulloch Drive,Manassas,VA,20109,703-369-3600,Turkish,
Turmeric Zone,21770 Beaumeade Circle,Ashburn,VA,20147,703-829-6570,Indian,
The Market at 25th,1330 N 25th Street,Richmond,VA,23223,804-396-2239,,
Tienda La Tapatia,5033 Virginia Beach Boulevard,Virginia Beach,VA,23462,757-807-2945,Latin,
Tan A Supermarket,6221 W Broad Street,Richmond,VA,23230,804-285-3569,Asian,
The Grocer,621 Townside Road SW,Roanoke,VA,24014,540-981-0888,Indian,
Tokyo Market,2820 W Cary Street,Richmond,VA,23221,804-353-2078,Japanese,
Tienda Latina Emily,510 Peppers Ferry Road NW,Christiansburg,VA,24073,540-381-0737,Latin,
Tienda Y Carniceria Latina La Preferida,4720 Williamson Road,Roanoke,VA,24012,540-366-2439,Latin,
T & M Grocery & Deli,12178 Fancy Gap Highway,Cana,VA,24317,276-755-3601,,
Target,6600 Frontier Drive,Springfield,VA,22150,703-921-0220,,
Target,6100 Arlington Boulevard,Falls Church,VA,22044,703-237-8118,,
Target,2460 Prince William Parkway,Woodbridge,VA,22192,703-490-3242,,
Target,10301 New Guinea Road,Fairfax,VA,22032,703-764-5100,,
Target,6600 Richmond Highway,Alexandria,VA,22306,703-253-0018,,
Target,2905 District Avenue S,Fairfax,VA,22031,571-533-3751,,
Target,3101 Richmond Highway,Alexandria,VA,22305,703-706-3840,,
Target,5115 Leesburg Pike,Falls Church,VA,22041,703-253-0021,,
Target,500 S Washington Street,Falls Church,VA,22046,703-343-4956,,
Target,13047 Fair Lakes Shopping Center,Fairfax,VA,22033,703-449-7100,,
Target,14391 Chantilly Crossing Lane,Chantilly,VA,20151,571-262-0020,,
Target,4310 Fortuna Center Plaza,Dumfries,VA,22025,703-586-6132,,
Target,1500 Wilson Boulevard,Rosslyn,VA,22209,571-777-2438,,
Target,45130 Columbia Pike,Sterling,VA,20166,703-463-2008,,
Target,9900 Sowder Village Square,Manassas,VA,20109,703-257-6969,,
Target,13301 Gateway Center Drive,Gainesville,VA,20155,571-261-5052,,
Target,12197 Sunset Hills Road,Reston,VA,20190,703-478-0770,,
Target,46201 Potomac Run Plaza,Sterling,VA,20164,703-444-8440,,
Target,1090 Stafford Market Plaza,Stafford,VA,22556,540-659-9901,,
Target,1200 Edwards Ferry Road NE,Leesburg,VA,20176,703-777-8730,,
Target,1180 Carl D Silver Parkway,Fredericksburg,VA,22401,540-786-6800,,
Target,9785 Jefferson Davis Highway,Fredericksburg,VA,22407,540-834-1440,,
Target,10 Crooked Run Plaza,Front Royal,VA,22630,540-631-3290,,
Target,15341 Montanus Drive,Culpeper,VA,22701,540-829-6613,,
Target,740 N Glebe Road,Arlington,VA,22203,703-682-9584,,
Target,10100 Brook Road,Glen Allen,VA,23059,804-262-2390,,
Target,191 Market Street,Winchester,VA,22603,540-545-4960,,
Target,2340 Legge Boulevard,Winchester,VA,22601,540-535-0220,,
Target,5401 W Broad Street,Richmond,VA,23230,804-285-3492,,
Target,312 Connor Drive,Charlottesville,VA,22911,434-964-0231,,
Target,11290 W Broad Street,Glen Allen,VA,23060,804-360-8900,,
Target,525 First Colonial Road,Virginia Beach,VA,23451,757-428-0233,,
Target,9001 Staples Mill Road,Henrico,VA,23228,804-672-5347,,
Target,7107 Forest Hill Avenue,Richmond,VA,23225,804-330-7365,,
Target,4554 Virginia Beach Boulevard,Virginia Beach,VA,23462,757-451-7660,,
Target,201 Perimeter Drive,Midlothian,VA,23113,804-419-8140,,
Target,4630 Monticello Avenue,Williamsburg,VA,23188,757-258-9794,,
Target,2060 S Independence Boulevard,Virginia Beach,VA,23453,757-416-1719,,
Target,4521 S Laburnum Avenue,Richmond,VA,23231,804-836-1860,,
Target,11301 Midlothian Turnpike,Richmond,VA,23235,804-897-5711,,
Target,4601 Commonwealth Centre Parkway,Midlothian,VA,23112,804-639-0580,,
Target,2233 Upton Drive,Virginia Beach,VA,23454,757-430-5100,,
Target,2530 Weir Road,Chester,VA,23831,804-768-9974,,
Target,200 Marquis Parkway,Williamsburg,VA,23185,757-259-3020,,
Target,1995 E Market Street,Harrisonburg,VA,22801,540-432-1708,,
Target,811 Town Center Drive,Waynesboro,VA,22980,540-941-2280,,
Target,7235 Bell Creek Road,Mechanicsville,VA,23111,804-559-5802,,
Target,721 Southpark Boulevard,Colonial Heights,VA,23834,804-520-0190,,
Target,12130 Jefferson Avenue,Newport News,VA,23602,757-882-8700,,
Target,5001 Holt Avenue,Hampton,VA,23666,757-951-2300,,
Target,4028 Wards Road,Lynchburg,VA,24502,434-239-6163,,
Target,1245 N Military Highway,Norfolk,VA,23502,757-461-9369,,
Target,1316 Greenbrier Parkway,Chesapeake,VA,23320,757-547-1842,,
Target,4200 Portsmouth Boulevard,Chesapeake,VA,23321,757-465-8400,,
Target,233 Carmichael Way,Chesapeake,VA,23322,757-421-6640,,
Target,4737 Valley View Boulevard NW,Roanoke,VA,24012,540-265-6932,,
Target,195 Conston Avenue NW,Christiansburg,VA,24073,540-381-9459,,
Target,155 Holt Garrison Parkway,Danville,VA,24540,434-799-9950,,
Target,16600 Highlands Center Boulevard,Bristol,VA,24202,276-642-6300,,
Uncle's Farm Korean Mart,13633 Warwick Boulevard,Newport News,VA,23602,757-833-6048,Korean,
Vietnam Supermarket,6609 Wilson Boulevard,Falls Church,VA,22044,703-241-0262,Vietnamese,
Veracruz Latin Streetore,5622 East Va  Beach Boulevard,Norfolk,VA,23502,757-822-9906,Latin,
Wegmans,7905 Hilltop Village Center Drive,Alexandria,VA,22315,571-527-2400,,
Wegmans,14361 Newbrook Drive,Chantilly,VA,20151,571-525-5525,,
Wegmans,100 Wegmans Way,Charlottesville,VA,22902,434-529-3200,,
Wegmans,45131 Columbia Place,Sterling,VA,20166,703-421-2400,,
Wegmans,11620 Monument Drive,Fairfax,VA,22030,703-653-1600,,
Wegmans,2281 Carl D Silver Parkway,Fredericksburg,VA,22401,540-322-4800,,
Wegmans,8297 Stonewall Shops Square,Gainesville,VA,20155,571-222-2300,,
Wegmans,101 Crosstrail Boulevard SE,Leesburg,VA,20175,703-669-2044,,
Wegmans,12501 Stone Village Way,Midlothian,VA,23113,804-419-9900,,
Wegmans,14801 Dining Way,Woodbridge,VA,22191,703-763-5500,,
Wegmans,12200 Wegmans Boulevard,Henrico,VA,23233,804-377-4100,,
Wegmans,1835 Capital One Drive South,Tysons,VA,22102,571-423-0700,,
Wegmans,4721 Virginia Beach Boulevard,Virginia Beach,VA,23462,757-271-0500,,
Whole Foods,8402 Old Keene Mill Road,Springfield,VA,22152,703-644-2500,,
Whole Foods,1700 Duke Street,Alexandria,VA,22314,703-706-0891,,
Whole Foods,7511 Leesburg Pike,Falls Church,VA,22043,703-448-1600,,
Whole Foods,143 Maple Avenue E,Vienna,VA,22180,703-319-2000,,
Whole Foods,4501 Market Commons Drive,Fairfax,VA,22033,703-222-2058,,
Whole Foods,1635 Boro Place,McLean,VA,22102,571-634-3610,,
Whole Foods,2700 Wilson Boulevard,Arlington,VA,22201,703-527-6596,,
Whole Foods,520 12th Street South,Arlington,VA,22202,571-777-3948,,
Whole Foods,11660 Plaza America Drive,Reston,VA,20190,703-736-0600,,
Whole Foods,19800 Belmont Chase Drive,Ashburn,VA,20147,571-223-4440,,
Whole Foods,1797 Hydraulic Road,Charlottesville,VA,22901,434-973-4900,,
Whole Foods,11173 W Broad Street,Glen Allen,VA,23060,804-364-4050,,
Whole Foods,12090 Jefferson Avenue,Newport News,VA,23606,757-947-2460,,
Whole Foods,1800 Laskin Road,Virginia Beach,VA,23454,757-422-0444,,
Whole Foods,2024 W Broad Street,Richmond,VA,23220,804-956-3750,,
Weis Markets,2612 Jefferson Davis Highway,Stafford,VA,22554,540-720-6521,,
Weis Markets,905 Garrisonville Road,Stafford,VA,22554,540-720-4692,,
Weis Markets,282 Deacon Road,Fredericksburg,VA,22405,540-371-3258,,
Weis Markets,4153 Plank Road,Fredericksburg,VA,22401,540-786-5122,,
Weis Markets,10871 Tidewater Trail,Fredericksburg,VA,22408,540-361-2618,,
Weis Markets,10601 Spotsylvania Avenue,Fredericksburg,VA,22405,540-891-4260,,
Weis Markets,7100 Salem Fields Boulevard,Fredericksburg,VA,22407,540785-5898,,
Weis Markets,9801 Courthouse Road,Spotsylvania,VA,22553,540-891-0784,,
Weis Markets,505 Meadowbrook Shopping Center,Culpeper,VA,22701,540-825-9448,,
Weis Markets,540 Culpeper Town Square,Culpeper,VA,22701,540-829-2376,,
Weis Markets,736 Warrenton Road,Fredericksburg,VA,22406,540-371-1197,,
Weyone International,510 S Van Dorn Street,Alexandria,VA,22304,703-567-4347,African,
Woodbridge International Market,14350 Jefferson Davis Highway,Woodbridge,VA,22191,703-491-9291,African,
Wakefield Great Valu,608 S County Drive,Wakefield,VA,23888,757-899-5555,,
Walmart Supercenter,16032 Fifteen Mile Boulevard,Abingdon,VA,24211,276-619-4843,,
Walmart Supercenter,6303 Richmond Highway,Alexandria,VA,22306,703-253-9901,,
Walmart Supercenter,125 Clarion Road,Altavista,VA,24517,434-309-2245,,
Walmart Supercenter,505 Oakville Road,Appomattox,VA,24522,434-352-6066,,
Walmart Neighborhood Market,9714 Sliding Hill Road,Ashland,VA,23005,804-537-3003,,
Walmart Supercenter,145 Hill Carter Parkway,Ashland,VA,23005,804-798-2511,,
Walmart Supercenter,1126 E Lynchburg Salem Turnpike,Bedford,VA,24523,540-586-6176,,
Walmart Supercenter,1451 S Main Street,Blackstone,VA,23824,434-292-5898,,
Walmart Supercenter,4001 College Avenue,Bluefield,VA,24605,276-322-3144,,
Walmart Supercenter,13245 Lee Highway,Bristol,VA,24202,276-466-0290,,
Walmart Supercenter,4368 Chantilly Shopping Center Drive,Chantilly,VA,20151,571-392-3081,,
Walmart Supercenter,975 Hilton Heights Road,Charlottesville,VA,22901,434-973-1412,,
Walmart Neighborhood Market,475 Kempsville Road,Chesapeake,VA,23320,757-447-9223,,
Walmart Supercenter,2448 Chesapeake Square Ring Road,Chesapeake,VA,23321,757-488-6098,,
Walmart Supercenter,201 Hillcrest Parkway,Chesapeake,VA,23322,757-421-3689,,
Walmart Supercenter,1521 Sams Circle,Chesapeake,VA,23320,757-436-6055,,
Walmart Supercenter,632 Grassfield Parkway,Chesapeake,VA,23322,757-312-8309,,
Walmart Neighborhood Market,673 Cedar Road,Chesapeake,VA,23322,757-447-5798,,
Walmart Supercenter,12000 Iron Bridge Road,Chester,VA,23831,804-768-0060,,
